,user,text,followers_count,retweet_count,created_at
38,elonmusk,@ZubyMusic True,134124902,382,2009-06-02 20:12:29+00:00
39,elonmusk,@EvaFoxU fazedarrayftw,134124902,188,2009-06-02 20:12:29+00:00
40,elonmusk,@CBCNews 🤔,134124902,1773,2009-06-02 20:12:29+00:00
41,elonmusk,@MiamiHerald Very misleading headline,134124902,3615,2009-06-02 20:12:29+00:00
42,elonmusk,@KanekoaTheGreat 🙈,134124902,1393,2009-06-02 20:12:29+00:00
43,elonmusk,@ZubyMusic @stillgray But awesome for trolling,134124902,255,2009-06-02 20:12:29+00:00
44,elonmusk,@ZubyMusic 💯,134124902,235,2009-06-02 20:12:29+00:00
45,elonmusk,@terrybythebay @TitterDaily Who … me? ☺️ 🧌,134124902,80,2009-06-02 20:12:29+00:00
46,elonmusk,@wongmjane Not a bad suggestion. Will consider.,134124902,342,2009-06-02 20:12:29+00:00
47,elonmusk,"@TitterDaily Yeah, you can totally delete things from the Internet – that works perfectly and doesn’t draw attention to whatever you were trying to hide at all",134124902,16271,2009-06-02 20:12:29+00:00
48,elonmusk,@cb_doge 🤣,134124902,2016,2009-06-02 20:12:29+00:00
49,elonmusk,@EndWokeness !,134124902,2023,2009-06-02 20:12:29+00:00
50,elonmusk,@StephenKing Oh stop with the compliments! 😊,134124902,4941,2009-06-02 20:12:29+00:00
51,elonmusk,@greg_price11 !,134124902,658,2009-06-02 20:12:29+00:00
52,elonmusk,"Starship is stacked &amp; ready to launch next week, pending regulatory approval https://t.co/fLHTjwOMOT",134124902,9529,2009-06-02 20:12:29+00:00
53,elonmusk,@dkavranoglu @daveg !,134124902,61,2009-06-02 20:12:29+00:00
54,elonmusk,"@DirtyTesLa We are gradually reducing it, proportionate to improved safety",134124902,255,2009-06-02 20:12:29+00:00
55,elonmusk,@GRDecter Any highly successful investor with a long track record would do a good job – the job is essentially fund management at scale,134124902,205,2009-06-02 20:12:29+00:00
56,elonmusk,@GRDecter Probably Buffett. He could do it using less than an hour’s time per week.,134124902,378,2009-06-02 20:12:29+00:00
57,elonmusk,"@cb_doge Actually, will add this app to my name in the meantime",134124902,207,2009-06-02 20:12:29+00:00
58,elonmusk,@KanekoaTheGreat Is this real?,134124902,4368,2009-06-02 20:12:29+00:00
59,elonmusk,@MuskUniversity 2008 was hell,134124902,879,2009-06-02 20:12:29+00:00
60,elonmusk,@cb_doge As soon as we finish functionality for multi-org affiliation,134124902,995,2009-06-02 20:12:29+00:00
61,elonmusk,"@RubinReport @ChristinaPushaw @MiamiHerald If they’re misleading the public, @CommunityNotes will correct them",134124902,408,2009-06-02 20:12:29+00:00
62,elonmusk,"@TitterDaily Almost all major organizations are in process of rolling out affiliate badges. 

This is very important for protecting users against sophisticated impersonation scams.",134124902,809,2009-06-02 20:12:29+00:00
63,elonmusk,@NASAWebb Best pic of Uranus ever,134124902,1492,2009-06-02 20:12:29+00:00
64,elonmusk,@GRDecter 🎯,134124902,531,2009-06-02 20:12:29+00:00
65,elonmusk,@cb_doge Fact check: correct,134124902,1279,2009-06-02 20:12:29+00:00
66,elonmusk,@NASA @NASAWebb Good one 🤣🤣,134124902,433,2009-06-02 20:12:29+00:00
67,elonmusk,@SciGuySpace They need to make reusable rockets,134124902,363,2009-06-02 20:12:29+00:00
68,elonmusk,@DrJimFan Yup,134124902,126,2009-06-02 20:12:29+00:00
69,elonmusk,@cb_doge Cool,134124902,1240,2009-06-02 20:12:29+00:00
70,elonmusk,@BillyM2k Exactly,134124902,332,2009-06-02 20:12:29+00:00
71,elonmusk,@paulg I love fashion tbh,134124902,772,2009-06-02 20:12:29+00:00
72,elonmusk,@TrungTPhan 🤣,134124902,51,2009-06-02 20:12:29+00:00
73,elonmusk,"@kaschuta What is surprising is that so few people realize this.

Individuals should always wonder who wrote the software running in their head. 

Don’t be an NPC.",134124902,298,2009-06-02 20:12:29+00:00
74,elonmusk,@farzyness 🤔,134124902,596,2009-06-02 20:12:29+00:00
75,elonmusk,Starship preparing for launch  🚀 https://t.co/M1pR8rsmYt,134124902,22801,2009-06-02 20:12:29+00:00
76,elonmusk,"@BoredElonMusk Wow, the critics are so disconnected from reality!",134124902,3414,2009-06-02 20:12:29+00:00
77,elonmusk,@waitbutwhy 💯,134124902,526,2009-06-02 20:12:29+00:00
78,elonmusk,@WallStreetSilv It is for me,134124902,961,2009-06-02 20:12:29+00:00
79,elonmusk,@MuskUniversity And Tesla is getting it done,134124902,942,2009-06-02 20:12:29+00:00
80,elonmusk,@dogeofficialceo 🤣,134124902,1539,2009-06-02 20:12:29+00:00
81,elonmusk,"@andst7 Fermi was incredible. 

I like that he cared that we see no evidence of  aliens. It is a fundamental question about the nature of the universe.",134124902,733,2009-06-02 20:12:29+00:00
82,elonmusk,@alx @CommunityNotes @GlennKesslerWP Maybe a link under the account name to the list of Community Notes of an account that is frequently posting incorrect information,134124902,2629,2009-06-02 20:12:29+00:00
83,elonmusk,"@jakeshieldsajj Very sorry to hear that. Many people I know have been severely assaulted.

Violent crime in SF is horrific and even if attackers are caught, they are often released immediately.

Is the city taking stronger action to incarcerate repeat violent offenders @BrookeJenkinsSF?",134124902,11929,2009-06-02 20:12:29+00:00
84,elonmusk,@Chad_Hurley 🔥 comments,134124902,87,2009-06-02 20:12:29+00:00
85,elonmusk,@Chad_Hurley Of 💦,134124902,602,2009-06-02 20:12:29+00:00
86,elonmusk,@BogusThought 🤣,134124902,148,2009-06-02 20:12:29+00:00
87,elonmusk,@bennyjohnson @NPR Seems accurate https://t.co/nx5TmJY7GX,134124902,10879,2009-06-02 20:12:29+00:00
88,elonmusk,@jjvincent lol,134124902,70,2009-06-02 20:12:29+00:00
89,elonmusk,@Umbisam Brand is the cumulative perception of a company’s products over time,134124902,1992,2009-06-02 20:12:29+00:00
90,elonmusk,Summary of argument against AI safety https://t.co/Vmg4yJm22Y,134124902,18472,2009-06-02 20:12:29+00:00
91,elonmusk,@TitterDaily First I’ve heard about this. Did they identify what content they’re concerned about?,134124902,306,2009-06-02 20:12:29+00:00
92,elonmusk,"@AdamLowisz @David_Leavitt @BillyM2k Agreed. The moral guiding star should be to stop racism, not replace one form of it with another, as some have done.",134124902,1054,2009-06-02 20:12:29+00:00
93,elonmusk,@TEQNiKG @David_Leavitt @BillyM2k 🤣,134124902,85,2009-06-02 20:12:29+00:00
94,elonmusk,@jachiam0 Very true,134124902,229,2009-06-02 20:12:29+00:00
95,elonmusk,"@David_Leavitt @BillyM2k The rules are consistent. Even though I think you’re awful and I consider Billy Markus to be a friend, he still had to delete his post or be suspended.",134124902,2610,2009-06-02 20:12:29+00:00
96,elonmusk,"@SenSchumer To avoid losing the trust of the American public, it is important that our justice system pursue Democrats and Republicans with equal vigor.

Whichever party most puts justice before nepotism is the one that deserves trust.",134124902,30270,2009-06-02 20:12:29+00:00
97,elonmusk,@ShellenbergerMD !,134124902,370,2009-06-02 20:12:29+00:00
98,elonmusk,@TheBabylonBee 🤣🤣,134124902,1727,2009-06-02 20:12:29+00:00
99,elonmusk,"@SawyerMerritt @Tesla Tesla will continue to use outside litigators, but it’s important to build a powerful litigation team internally, so that we’re not always on the defensive. 

We’ll also go after the Wall St short-sellers, certain law firms &amp; (sometimes) corrupt regulators who are the true evil.",134124902,5123,2009-06-02 20:12:29+00:00
100,elonmusk,@TheBabylonBee 🤣,134124902,536,2009-06-02 20:12:29+00:00
101,elonmusk,If the Dem Party had a time machine https://t.co/a1QE7JcGLB,134124902,57218,2009-06-02 20:12:29+00:00
102,elonmusk,@yhazony straing daze theze r,134124902,1348,2009-06-02 20:12:29+00:00
103,elonmusk,@krishnanrohit True,134124902,291,2009-06-02 20:12:29+00:00
104,elonmusk,@alyssamvance 🤣 true,134124902,221,2009-06-02 20:12:29+00:00
105,elonmusk,@planet4589 Spending time in deep space doesn’t seem to affect lifespan,134124902,1261,2009-06-02 20:12:29+00:00
106,elonmusk,"@ikristoph @brickroad7 Team is closing the loop on interventions very rapidly. To get enough training examples for potential serious accidents, we have to run them in sim, as we have so few in the fleet, despite doing ~1M miles per day of FSD.",134124902,358,2009-06-02 20:12:29+00:00
107,elonmusk,"@brickroad7 Yup, happening in plain sight",134124902,1119,2009-06-02 20:12:29+00:00
108,elonmusk,@EvaFoxU ⚠️,134124902,538,2009-06-02 20:12:29+00:00
109,elonmusk,@cb_doge I’ve been saying this for over a decade,134124902,4759,2009-06-02 20:12:29+00:00
110,elonmusk,@BillyM2k Very true,134124902,979,2009-06-02 20:12:29+00:00
111,elonmusk,@Jason Probably correct,134124902,301,2009-06-02 20:12:29+00:00
112,elonmusk,"@WholeMarsBlog If we had been allowed to introduce new evidence, the verdict would’ve been zero imo.

Jury did the best they could with the information they had. I respect the decision.",134124902,1521,2009-06-02 20:12:29+00:00
113,elonmusk,@LanceUlanoff 🤣,134124902,84,2009-06-02 20:12:29+00:00
114,elonmusk,@eCash1337 @TheRabbitHole84 🤣,134124902,71,2009-06-02 20:12:29+00:00
115,elonmusk,@TheRabbitHole84 Wise words. The technology finally exists to change that.,134124902,3156,2009-06-02 20:12:29+00:00
116,elonmusk,@andst7 @CommunityNotes Thanks for the correction,134124902,244,2009-06-02 20:12:29+00:00
117,elonmusk,@jborg_arts Why would anyone who doesn’t live in New York care about their times!? I’m confused.,134124902,3379,2009-06-02 20:12:29+00:00
118,elonmusk,@TheRabbitHole84 They voluntarily did exactly what I wanted them to do https://t.co/MqOSLaXk7l,134124902,2147,2009-06-02 20:12:29+00:00
119,elonmusk,@arjansiddhpura @kcoleman @ScottAdamsSays Yes,134124902,61,2009-06-02 20:12:29+00:00
120,elonmusk,@TheRabbitHole84 It is media’s control of what to write about in the first place that is far more insidious than having some facts wrong in an article,134124902,7375,2009-06-02 20:12:29+00:00
121,elonmusk,@mayemusk 🤣,134124902,454,2009-06-02 20:12:29+00:00
122,elonmusk,@dogeofficialceo 😎,134124902,688,2009-06-02 20:12:29+00:00
123,elonmusk,@JoeyMooose Nope,134124902,327,2009-06-02 20:12:29+00:00
124,elonmusk,@ylecun 😑,134124902,53,2009-06-02 20:12:29+00:00
125,elonmusk,I wish the media would stop flattering me all time … it’s a bit much guys ☺️,134124902,16250,2009-06-02 20:12:29+00:00
126,elonmusk,@Chad_Hurley Video too,134124902,70,2009-06-02 20:12:29+00:00
127,elonmusk,@Chad_Hurley 💯,134124902,202,2009-06-02 20:12:29+00:00
128,elonmusk,@ShellenbergerMD Interesting,134124902,1680,2009-06-02 20:12:29+00:00
129,elonmusk,@KanekoaTheGreat Wow,134124902,1400,2009-06-02 20:12:29+00:00
130,elonmusk,@BillFOXLA @HildaSolis @LindseyPHorvath !,134124902,120,2009-06-02 20:12:29+00:00
131,elonmusk,@TheRabbitHole84 !,134124902,550,2009-06-02 20:12:29+00:00
132,elonmusk,As promised https://t.co/Jc1TnAqxAV,134124902,57238,2009-06-02 20:12:29+00:00
133,elonmusk,@PeterDiamandis @cb_doge I ate three times body weight in donuts!,134124902,896,2009-06-02 20:12:29+00:00
134,elonmusk,https://t.co/wmN5WxUhfQ,134124902,83758,2009-06-02 20:12:29+00:00
135,elonmusk,@dogeofficialceo Nice,134124902,948,2009-06-02 20:12:29+00:00
136,elonmusk,They should really get rid of that 100 IQ maximum limit for creating an account on Instagram,134124902,14914,2009-06-02 20:12:29+00:00
137,elonmusk,@DavidSacks Concur,134124902,175,2009-06-02 20:12:29+00:00
138,elonmusk,@TheBabylonBee 🤣,134124902,421,2009-06-02 20:12:29+00:00
139,elonmusk,MetamorphosisAI https://t.co/GvZ2etBfPL,134124902,34839,2009-06-02 20:12:29+00:00
140,elonmusk,@boringcompany @TUM_Boring Well done!,134124902,397,2009-06-02 20:12:29+00:00
141,elonmusk,"@ylecun Actually, airplanes used to crash frequently!

Eventually, so many people died that the FAA was created to ensure that commercial aircraft makers &amp; airlines didn’t cut corners on safety. 

Now, flying on an airliner in America is super safe.

https://t.co/WCs2IuMyGb",134124902,2347,2009-06-02 20:12:29+00:00
142,elonmusk,@andst7 @aagalloni Good question,134124902,373,2009-06-02 20:12:29+00:00
143,elonmusk,"@Austen @CommunityNotes Critically, Community Notes applies equally to every account on this platform without exception, including world leaders &amp; our biggest advertisers",134124902,383,2009-06-02 20:12:29+00:00
144,elonmusk,Credit to Tim Sweeney for realizing this before me https://t.co/92LUkaOEFz,134124902,6161,2009-06-02 20:12:29+00:00
145,elonmusk,@TimSweeneyEpic 💯,134124902,457,2009-06-02 20:12:29+00:00
146,elonmusk,@cb_doge 🤣,134124902,512,2009-06-02 20:12:29+00:00
147,elonmusk,"@Austen Once a writer gets Noted a few times, they usually try a lot harder to be truthful, which greatly amplifies the positive effect of @CommunityNotes",134124902,3669,2009-06-02 20:12:29+00:00
148,elonmusk,@cb_doge True,134124902,1040,2009-06-02 20:12:29+00:00
149,elonmusk,@micsolana 😌,134124902,197,2009-06-02 20:12:29+00:00
150,elonmusk,@Scobleizer Some of the AI art is incredible &amp; it keeps getting better!,134124902,660,2009-06-02 20:12:29+00:00
151,elonmusk,@BillyM2k Your feed is great,134124902,489,2009-06-02 20:12:29+00:00
152,elonmusk,@SpaceForceCSO @SemperCitiusSDA Thank you for entrusting @SpaceX with this mission,134124902,484,2009-06-02 20:12:29+00:00
153,elonmusk,@Reuters “Deceptive headline backfires on Reuters”,134124902,3212,2009-06-02 20:12:29+00:00
154,elonmusk,"@Rainmaker1973 Can I interest you in a tunnel, perhaps? @boringcompany",134124902,2474,2009-06-02 20:12:29+00:00
155,elonmusk,@GRRMspeaking 🐉 🔥,134124902,870,2009-06-02 20:12:29+00:00
156,elonmusk,@buccocapital Whoa,134124902,311,2009-06-02 20:12:29+00:00
157,elonmusk,https://t.co/Cp7efOUIPu,134124902,29925,2009-06-02 20:12:29+00:00
158,elonmusk,@dogeofficialceo lol,134124902,627,2009-06-02 20:12:29+00:00
159,elonmusk,@all_in_tok @DavidSacks @MarkWarner Very concerning,134124902,4230,2009-06-02 20:12:29+00:00
160,elonmusk,Great interview on AI https://t.co/YThAHf8ioy,134124902,4962,2009-06-02 20:12:29+00:00
161,elonmusk,@Chad_Hurley Hallelujah 🙌,134124902,248,2009-06-02 20:12:29+00:00
162,elonmusk,"@dogeofficialceo @nytimes NY Times is being incredible hypocritical here, as they are super aggressive about forcing everyone to pay *their* subscription",134124902,14721,2009-06-02 20:12:29+00:00
163,elonmusk,@TesLatino @Tesla FSD is getting really good,134124902,498,2009-06-02 20:12:29+00:00
164,elonmusk,"@N__1__7 @Rainmaker1973 Yeah, above ground upside down pyramid should connect to an underground pyramid. Would be sick.",134124902,100,2009-06-02 20:12:29+00:00
165,elonmusk,Feels like the future,134124902,2181,2009-06-02 20:12:29+00:00
166,elonmusk,Walked whole Cybertruck production line at Giga Texas for several hours earlier today – gonna be awesome!,134124902,7849,2009-06-02 20:12:29+00:00
167,elonmusk,@Rainmaker1973 These are great,134124902,388,2009-06-02 20:12:29+00:00
168,elonmusk,@unusual_whales True,134124902,1094,2009-06-02 20:12:29+00:00
169,elonmusk,"@TrungTPhan Verification of accounts will help a lot. We are adding date of verification to the profile. 

Note, only date since paid verification counts, since there was so much corruption in the past with legacy checkmarks.",134124902,261,2009-06-02 20:12:29+00:00
170,elonmusk,@Scobleizer Ok,134124902,198,2009-06-02 20:12:29+00:00
171,elonmusk,"Also, their feed is the Twitter equivalent of diarrhea. It’s unreadable.

They would have far more real followers if they only posted their top articles. 

Same applies to all publications.",134124902,7798,2009-06-02 20:12:29+00:00
172,elonmusk,@cb_doge $7 is a small price for freedom,134124902,2683,2009-06-02 20:12:29+00:00
173,elonmusk,"@freddiesayers If there were in fact such an epidemic, the White House &amp; every newspaper in the western hemisphere would shout each case from the rooftops!

There isn’t one.",134124902,18178,2009-06-02 20:12:29+00:00
174,elonmusk,@PeterDiamandis What future do you want?,134124902,2436,2009-06-02 20:12:29+00:00
175,elonmusk,@BillyM2k @AndrewYang 🔥🔥,134124902,150,2009-06-02 20:12:29+00:00
176,elonmusk,@JeffTutorials @nytimes This,134124902,554,2009-06-02 20:12:29+00:00
177,elonmusk,@ajlamesa Sounds familiar,134124902,176,2009-06-02 20:12:29+00:00
178,elonmusk,The real tragedy of @NYTimes is that their propaganda isn’t even interesting,134124902,29144,2009-06-02 20:12:29+00:00
179,elonmusk,♥️♥️ @CommunityNotes ♥️♥️,134124902,3058,2009-06-02 20:12:29+00:00
180,elonmusk,@BillyM2k @waitbutwhy Billionaires suck lol,134124902,448,2009-06-02 20:12:29+00:00
181,elonmusk,@alx @GlennKesslerWP @CommunityNotes Tell me this isn’t the best $8 you’ve ever spent 🤣🔥,134124902,2225,2009-06-02 20:12:29+00:00
182,elonmusk,@JTLonsdale Yup,134124902,469,2009-06-02 20:12:29+00:00
183,elonmusk,"@cb_doge Oh ok, we’ll take it off then",134124902,474,2009-06-02 20:12:29+00:00
184,elonmusk,"@slashdot San Francisco cooked its golden geese. Now the Golden State risks doing the same.

Better to collect the golden eggs forever than eat the goose once.",134124902,1256,2009-06-02 20:12:29+00:00
185,elonmusk,"@DrJBhattacharya You were a significant enough to be blacklisted, but allegedly not enough to be verified. They lied. In reality, it was just partisan censorship / propaganda.",134124902,4740,2009-06-02 20:12:29+00:00
186,elonmusk,@Rainmaker1973 The White House is just a small cottage. We need to move on!,134124902,286,2009-06-02 20:12:29+00:00
187,elonmusk,"@Rainmaker1973 We should build a new presidential office in the shape of a giant upside down pyramid!

Sure, they’ve built normal pyramids before, but a giant upside down pyramid? That takes advanced technology.",134124902,1759,2009-06-02 20:12:29+00:00
188,elonmusk,"@DavidSacks Our algorithm is obviously horrendous, but it will get better fast and in full view of the public, whose trust we must earn",134124902,738,2009-06-02 20:12:29+00:00
189,elonmusk,"@DrJBhattacharya @ajlamesa The eagerness of English to add foreign words has contributed greatly to its success!

This is a great podcast: https://t.co/ld0DzE0y7j",134124902,174,2009-06-02 20:12:29+00:00
